Time	Lead II
4.54	-0.160047
4.55	-0.124708
4.56	0.17395
4.57	0.75913
4.58	0.970692
4.59	0.660949
4.6	0.298474
4.61	0.0526541
4.62	-0.0134899
4.63	-0.0461119
4.64	-0.0713656
4.65	-0.056746
4.66	-0.0855808
4.67	-0.0660827
4.68	-0.0573446
4.69	-0.0579847
4.7	-0.0318123
4.71	-0.0566607
4.72	-0.0349099
4.73	-0.0272416
4.74	-0.0315684
4.75	0.00646402
4.76	-0.00161032
4.77	0.0342484
4.78	0.0574191
4.79	0.0878904
4.8	0.160024
4.81	0.171642
4.82	0.212052
4.83	0.222383
4.84	0.195827
4.85	0.17855
4.86	0.0998533
4.87	0.0704677
4.88	0.0336366
4.89	-0.00474522
4.9	0.00166118
4.91	-0.0325577
4.92	-0.0151256
4.93	-0.0166558
4.94	-0.0347648
4.95	-0.0216958
4.96	-0.0443811
4.97	-0.0230455
4.98	-0.0374635
4.99	-0.0578286
5	-0.0299171
5.01	-0.0560382
5.02	-0.0391105
5.03	-0.0450904
5.04	-0.0664602
5.05	-0.043048
5.06	-0.0639651
5.07	-0.0573507
5.08	-0.0652617
5.09	-0.0819568
5.1	-0.0620279
5.11	-0.0843062
5.12	-0.0570192
5.13	-0.0459611
5.14	-0.0603106
5.15	-0.0499489
5.16	-0.0791935
5.17	-0.0672739
5.18	-0.0654692
5.19	-0.0530636
5.2	-0.00135104
5.21	-0.0119569
5.22	0.00432524
5.23	-0.0140143
5.24	-0.0554895
5.25	-0.0653293
5.26	-0.125134
5.27	-0.132786
5.28	-0.142644
5.29	-0.159128
5.3	-0.123401
5.31	-0.133176
5.32	-0.125001
5.33	-0.164552
5.34	-0.125172
5.35	0.282067
5.36	0.773133
5.37	0.848307
5.38	0.500843
5.39	0.150282
5.4	0.00147881
5.41	-0.0675928
5.42	-0.0634288
5.43	-0.0788613
5.44	-0.103525
5.45	-0.0813027
5.46	-0.109394
5.47	-0.0942109
5.48	-0.0862514
5.49	-0.0972793
5.5	-0.0671469
5.51	-0.0724818
5.52	-0.0412576
5.53	-0.0328168
5.54	-0.0382322
5.55	0.00437566
5.56	0.00519408
5.57	0.0441985
5.58	0.0747871
5.59	0.0882448
5.6	0.145695
5.61	0.15126
5.62	0.179284
5.63	0.173877
5.64	0.126586
5.65	0.0995385
5.66	0.0264016
5.67	-0.00225493
5.68	-0.0277351
5.69	-0.061605
5.7	-0.0385414
5.71	-0.0657371
5.72	-0.0609814
5.73	-0.0573876
5.74	-0.0694997
5.75	-0.0488849
5.76	-0.0755455
5.77	-0.0570408
5.78	-0.0549179
5.79	-0.0747615
5.8	-0.053816
5.81	-0.0768923
5.82	-0.062678
5.83	-0.0641393
5.84	-0.088672
5.85	-0.0716935
5.86	-0.0986737
5.87	-0.0839388
5.88	-0.0784455
5.89	-0.0936531
5.9	-0.0656152
5.91	-0.0884783
5.92	-0.0830652
5.93	-0.0803843
5.94	-0.0945877
5.95	-0.0632768
5.96	-0.0600131
5.97	-0.0117077
5.98	0.0169324
5.99	0.0155522
6	0.0377914
6.01	-0.0151075
6.02	-0.0437553
6.03	-0.0768397
6.04	-0.121585
6.05	-0.107227
6.06	-0.126854
6.07	-0.112155
6.08	-0.109973
6.09	-0.134451
6.1	-0.142146
6.11	-0.0925363
6.12	0.340757
6.13	0.862378
6.14	0.891027
6.15	0.55258
6.16	0.173447
6.17	0.00365318
6.18	-0.0530289
6.19	-0.0867714
6.2	-0.0715777
6.21	-0.100148
6.22	-0.0861767
6.23	-0.0694428
6.24	-0.0805019
6.25	-0.0573522
6.26	-0.0775309
6.27	-0.0623017
6.28	-0.0611071
6.29	-0.0723289
6.3	-0.0286995
6.31	-0.0304759
6.32	0.0026832
6.33	0.0262006
6.34	0.0299478
6.35	0.087124
6.36	0.0928139
6.37	0.124575
6.38	0.150387
6.39	0.147443
6.4	0.169459
6.41	0.118744
6.42	0.0827634
6.43	0.0376458
6.44	-0.0213659
6.45	-0.0242759
6.46	-0.0700807
6.47	-0.0726104
6.48	-0.0729101
6.49	-0.101141
6.5	-0.0814725
6.51	-0.0960073
6.52	-0.0760148
6.53	-0.0603204
6.54	-0.0719971
6.55	-0.048285
6.56	-0.0760495
6.57	-0.0698548
6.58	-0.0666637
6.59	-0.0819311
6.6	-0.0584089
6.61	-0.0839689
6.62	-0.0784706
6.63	-0.0615475
6.64	-0.0487004
6.65	0.0106726
6.66	0.00597895
6.67	0.0282866
6.68	0.0358963
6.69	-0.0098266
6.7	-0.0307346
6.71	-0.0919849
6.72	-0.108061
6.73	-0.117138
6.74	-0.137943
6.75	-0.107569
6.76	-0.127499
6.77	-0.130919
6.78	-0.162307
6.79	-0.129971
6.8	0.273355
6.81	0.799336
6.82	0.93368
6.83	0.606889
6.84	0.22671
6.85	0.0481061
6.86	-0.0567257
6.87	-0.0767507
6.88	-0.082284
6.89	-0.102724
6.9	-0.0757714
6.91	-0.0916549
6.92	-0.0713443
6.93	-0.0542726
6.94	-0.067383
6.95	-0.0397624
6.96	-0.0608595
6.97	-0.0481839
6.98	-0.0235973
6.99	-0.0273607
7	0.0125301
7.01	0.0147211
7.02	0.04958
7.03	0.0814419
7.04	0.0936791
7.05	0.159111
7.06	0.16676
7.07	0.188546
7.08	0.179901
7.09	0.116555
7.1	0.0936894
7.11	0.026607
7.12	0.00378968
7.13	-0.0158905
7.14	-0.0652597
7.15	-0.0535014
7.16	-0.0786941
7.17	-0.0668185
7.18	-0.0517269
7.19	-0.0721009
7.2	-0.0476901
7.21	-0.0610389
7.22	-0.0472543
7.23	-0.0468953
7.24	-0.0761958
7.25	-0.056861
7.26	-0.0821672
7.27	-0.0745417
7.28	-0.0696281
7.29	-0.0915772
7.3	-0.0627072
7.31	-0.0864265
7.32	-0.0827961
7.33	-0.0816702
7.34	-0.112462
7.35	-0.0912078
7.36	-0.0944027
7.37	-0.0502657
7.38	-0.00971076
7.39	-0.0063055
7.4	0.0474449
7.41	0.0320346
7.42	0.00970786
7.43	-0.0369932
7.44	-0.0970011
7.45	-0.0887088
7.46	-0.121327
7.47	-0.120351
7.48	-0.110843
7.49	-0.128085
7.5	-0.113379
7.51	-0.17024
7.52	-0.104936
7.53	0.289536
7.54	0.817272
7.55	0.946288
7.56	0.57147
7.57	0.211279
7.58	0.0255917
7.59	-0.0636426
7.6	-0.0539895
7.61	-0.0837043
7.62	-0.0883532
7.63	-0.0838408
7.64	-0.0994306
7.65	-0.0636474
7.66	-0.0730503
7.67	-0.057802
7.68	-0.0398268
7.69	-0.0561664
7.7	-0.0260247
7.71	-0.0417215
7.72	-0.02264
7.73	0.0076864
7.74	0.00131044
7.75	0.0509337
7.76	0.0674499
7.77	0.116824
7.78	0.167962
7.79	0.170207
7.8	0.206592
7.81	0.182562
7.82	0.158405
7.83	0.118082
7.84	0.0356084
7.85	0.00467905
7.86	-0.0531054
7.87	-0.0510264
7.88	-0.0343977
7.89	-0.0610937
7.9	-0.0380504
7.91	-0.0553629
7.92	-0.0502581
7.93	-0.0535796
7.94	-0.0848031
7.95	-0.0552986
7.96	-0.0644418
7.97	-0.0592479
7.98	-0.0516191
7.99	-0.0715201
8	-0.0468994
8.01	-0.0752945
8.02	-0.079576
8.03	-0.0766069
8.04	-0.0929248
8.05	-0.0645611
8.06	-0.0927852
8.07	-0.0905953
8.08	-0.0796071
8.09	-0.105389
8.1	-0.0795674
8.11	-0.0986013
8.12	-0.0978876
8.13	-0.0924156
8.14	-0.120575
8.15	-0.09114
8.16	-0.104393
8.17	-0.0783456
8.18	-0.0350738
8.19	-0.0325615
8.2	0.0119722
8.21	0.00335711
8.22	0.00385023
8.23	-0.00683585
8.24	-0.0665287
8.25	-0.072582
8.26	-0.116193
8.27	-0.127316
8.28	-0.115018
8.29	-0.135455
8.3	-0.108293
8.31	-0.149915
8.32	-0.162133
8.33	0.051254
8.34	0.562454
8.35	0.974043
8.36	0.77693
8.37	0.380148
8.38	0.117423
8.39	-0.0247936
8.4	-0.0327501
8.41	-0.0651354
8.42	-0.0770098
8.43	-0.0715508
8.44	-0.0913052
8.45	-0.0623199
8.46	-0.0796698
8.47	-0.0721773
8.48	-0.051317
8.49	-0.0695574
8.5	-0.0400279
8.51	-0.0511519
8.52	-0.0282511
8.53	0.0156014
8.54	0.0152106
8.55	0.0540654
8.56	0.0635321
8.57	0.0997314
8.58	0.142604
8.59	0.154098
8.6	0.213137
8.61	0.218275
8.62	0.215715
8.63	0.186159
8.64	0.10109
8.65	0.0688613
8.66	-0.00365115
8.67	-0.0434116
8.68	-0.0495943
8.69	-0.0734744
8.7	-0.0396875
8.71	-0.0582158
8.72	-0.0631373
8.73	-0.0553609
8.74	-0.0778043
8.75	-0.0584811
8.76	-0.0834128
8.77	-0.0772293
8.78	-0.0538193
8.79	-0.0684902
8.8	-0.0450015
8.81	-0.0771131
8.82	-0.0911773
8.83	-0.084157
8.84	-0.117536
8.85	-0.0909958
8.86	-0.106652
8.87	-0.0948543
8.88	-0.0670114
8.89	-0.0891709
8.9	-0.0660383
8.91	-0.0952291
8.92	-0.0987485
8.93	-0.080139
8.94	-0.0996059
8.95	-0.0773138
8.96	-0.0932531
8.97	-0.0842535
8.98	-0.0649071
8.99	-0.0875983
9	-0.0486559
9.01	-0.0325337
9.02	-0.00564262
9.03	0.022246
9.04	0.00736953
9.05	0.0363193
9.06	0.00396515
9.07	-0.033955
9.08	-0.0675114
9.09	-0.115054
9.1	-0.0866502
9.11	-0.105947
9.12	-0.116051
9.13	-0.104382
9.14	-0.145248
9.15	-0.15139
9.16	-0.0474845
9.17	0.415902
9.18	0.895724
9.19	0.822503
9.2	0.46243
9.21	0.130111
9.22	-0.0140084
9.23	-0.0480271
9.24	-0.0891203
9.25	-0.0649866
9.26	-0.0838213
9.27	-0.0828058
9.28	-0.0658929
9.29	-0.0915542
9.3	-0.066763
9.31	-0.07907
9.32	-0.0647745
9.33	-0.0319685
9.34	-0.0519901
9.35	-0.0213942
9.36	-0.0216129
9.37	-0.000425333
9.38	0.0433904
9.39	0.0394758
9.4	0.0927274
9.41	0.116993
9.42	0.158482
9.43	0.210214
9.44	0.202876
9.45	0.220075
9.46	0.173785
9.47	0.128629
9.48	0.0914931
9.49	0.00930769
9.5	-0.0064198
9.51	-0.0411813
9.52	-0.0495876
9.53	-0.0383877
9.54	-0.0661853
9.55	-0.0424364
9.56	-0.0568567
9.57	-0.0529159
9.58	-0.030365
9.59	-0.0517585
9.6	-0.0296765
9.61	-0.0538851
9.62	-0.0637779
9.63	-0.0499618
9.64	-0.073667
9.65	-0.0477716
9.66	-0.0646395
9.67	-0.067929
9.68	-0.0500416
9.69	-0.0679118
9.7	-0.0490624
9.71	-0.0781604
9.72	-0.0835642
9.73	-0.0632479
9.74	-0.0866495
9.75	-0.0538667
9.76	-0.0703656
9.77	-0.0809923
9.78	-0.068159
9.79	-0.0971888
9.8	-0.0742033
9.81	-0.094676
9.82	-0.0866718
9.83	-0.0498446
9.84	-0.0550084
9.85	0.000537248
9.86	0.0109024
9.87	0.0227083
9.88	0.0374554
9.89	-0.0173352
9.9	-0.0362627
9.91	-0.0835265
9.92	-0.105279
9.93	-0.0950285
9.94	-0.12387
9.95	-0.104713
9.96	-0.12353
9.97	-0.142906
9.98	-0.145774
9.99	-0.0268497
10	0.481812
10.01	0.922226
10.02	0.844004
10.03	0.465729
10.04	0.118132
10.05	-0.00126622
10.06	-0.0638673
10.07	-0.0796032
10.08	-0.0632143
10.09	-0.0928705
10.1	-0.0688355
10.11	-0.0789666
10.12	-0.0713237
10.13	-0.0460481
10.14	-0.0716607
10.15	-0.0473469
10.16	-0.0616024
10.17	-0.059149
10.18	-0.0277722
10.19	-0.0361909
10.2	0.0159459
10.21	0.034183
10.22	0.0493346
10.23	0.0877908
10.24	0.0942603
10.25	0.154905
10.26	0.164393
10.27	0.185176
10.28	0.21019
10.29	0.151317
10.3	0.125247
10.31	0.0603349
10.32	0.00885131
10.33	-0.00832573
10.34	-0.0619254
10.35	-0.0594994
10.36	-0.0760305
10.37	-0.0746077
10.38	-0.0544271
10.39	-0.0858381
10.4	-0.0614351
10.41	-0.0707372
10.42	-0.0729531
10.43	-0.0529493
10.44	-0.0807061
10.45	-0.0631962
10.46	-0.0890418
10.47	-0.0958361
10.48	-0.0754316
10.49	-0.10084
10.5	-0.0781771
10.51	-0.0963772
10.52	-0.101479
10.53	-0.0798246
10.54	-0.114272
10.55	-0.096349
10.56	-0.101379
10.57	-0.0829415
10.58	-0.0386656
10.59	-0.0405861
10.6	0.00953235
10.61	0.0141109
10.62	0.000964398
10.63	-0.0120914
10.64	-0.0883993
10.65	-0.1056
10.66	-0.126845
10.67	-0.1309
10.68	-0.106582
10.69	-0.14016
10.7	-0.123297
10.71	-0.157006
10.72	-0.178494
10.73	0.0404027
10.74	0.516812
10.75	0.879653
10.76	0.678481
10.77	0.290478
10.78	0.0637204
10.79	-0.0565278
10.8	-0.0559272
10.81	-0.0791334
10.82	-0.09092
10.83	-0.0772316
10.84	-0.102287
10.85	-0.0612209
10.86	-0.0691522
10.87	-0.0780498
10.88	-0.0540714
10.89	-0.0716849
10.9	-0.0379279
10.91	-0.0389877
10.92	-0.0281808
10.93	0.00790131
10.94	0.00170079
10.95	0.0537042
10.96	0.0704211
10.97	0.0966808
10.98	0.158221
10.99	0.168731
11	0.222004
11.01	0.223668
11.02	0.198973
11.03	0.185722
11.04	0.102578
11.05	0.0617538
11.06	-0.00214218
11.07	-0.039907
11.08	-0.0367335
11.09	-0.070894
11.1	-0.0501827
11.11	-0.0648883
11.12	-0.0669529
11.13	-0.0355498
11.14	-0.0628532
11.15	-0.0447877
11.16	-0.0549612
11.17	-0.0599387
11.18	-0.0392959
11.19	-0.0721127
11.2	-0.0516412
11.21	-0.057045
11.22	-0.0568121
11.23	-0.0399608
11.24	-0.0808311
11.25	-0.0631127
11.26	-0.0775467
11.27	-0.0869085
11.28	-0.0615841	katreese lead 2
11.29	-0.0926438
11.3	-0.072148
11.31	-0.0732312
11.32	-0.0589034
11.33	-0.00891419
11.34	-0.00979178
11.35	0.0324996
11.36	0.0264799
11.37	0.00928382
11.38	-0.000758956
11.39	-0.0758869
11.4	-0.0881758
11.41	-0.11642
11.42	-0.139096
11.43	-0.116269
11.44	-0.141532
11.45	-0.124168
11.46	-0.170969
11.47	-0.186021
11.48	0.0995401
11.49	0.639843
11.5	0.969134
11.51	0.710524
11.52	0.302398
11.53	0.0738263
11.54	-0.0591836
11.55	-0.0726954
11.56	-0.0973501
11.57	-0.11922
11.58	-0.0963003
11.59	-0.118498
11.6	-0.0879374
11.61	-0.0836722
11.62	-0.0830349
11.63	-0.0635673
11.64	-0.0893113
11.65	-0.0593105
11.66	-0.0600326
11.67	-0.0582149
11.68	-0.0167876
11.69	-0.0265531
11.7	0.0201802
11.71	0.0517042
11.72	0.0853744	mark
11.73	0.142081
11.74	0.145991
11.75	0.191871
11.76	0.194281
11.77	0.170656
11.78	0.149893
11.79	0.067867
11.8	0.0388328
11.81	-0.00893216
11.82	-0.0491347
11.83	-0.0436688
11.84	-0.0842762
11.85	-0.066261
11.86	-0.0740847
11.87	-0.0806578
11.88	-0.0538638
11.89	-0.0771373
11.9	-0.0568161
11.91	-0.0744583
11.92	-0.0885635
11.93	-0.0614759
11.94	-0.0968764
11.95	-0.0827447
11.96	-0.0916592
11.97	-0.101057
11.98	-0.0689227
11.99	-0.0941211
12	-0.0798826
12.01	-0.095674
12.02	-0.115442
12.03	-0.0858314
12.04	-0.101295
12.05	-0.0801762
12.06	-0.0889291
12.07	-0.0969922
12.08	-0.0748193
12.09	-0.111488
12.1	-0.0847493
12.11	-0.064024
12.12	-0.0451508
12.13	0.00226032
12.14	0.000654571
12.15	0.0304702
12.16	0.00199198
12.17	-0.0536703
12.18	-0.0759072
12.19	-0.133899
12.2	-0.122268
12.21	-0.127118
12.22	-0.133045
12.23	-0.105211
12.24	-0.138398
12.25	-0.15761
12.26	-0.114153
12.27	0.264535
12.28	0.836179
12.29	0.91602
12.3	0.591896
12.31	0.219906
12.32	0.0131915
12.33	-0.0330728
12.34	-0.0834079
12.35	-0.0755827
12.36	-0.0905904
12.37	-0.101105
12.38	-0.0701094
12.39	-0.0871769
12.4	-0.0584382
12.41	-0.0544578
12.42	-0.0614805
12.43	-0.0386759
12.44	-0.0608731
12.45	-0.0251821
12.46	-0.0169687
12.47	-0.0150733
12.48	0.0304827
12.49	0.0386461
12.5	0.0911798
12.51	0.114495
12.52	0.131677
12.53	0.191769
12.54	0.193022
12.55	0.21459
12.56	0.187411
12.57	0.131849
12.58	0.0994344
12.59	0.0120019
12.6	-0.0106041
12.61	-0.0412133
12.62	-0.067528
12.63	-0.0514933
12.64	-0.0810531
12.65	-0.0508239
12.66	-0.0504766
12.67	-0.0633534
12.68	-0.0414564
12.69	-0.0777717
12.7	-0.0608588
12.71	-0.0641748
12.72	-0.0781401
12.73	-0.0515804
12.74	-0.0820789
12.75	-0.0678146
12.76	-0.0713305
12.77	-0.0775324
12.78	-0.0585326
12.79	-0.0963477
12.8	-0.0772748
12.81	-0.0783486
12.82	-0.0904406
12.83	-0.0689718
12.84	-0.100377
12.85	-0.0849151
12.86	-0.0932557
12.87	-0.105834
12.88	-0.0783387
12.89	-0.105462
12.9	-0.0798981
12.91	-0.058532
12.92	-0.0358027
12.93	0.0186088
12.94	0.00319432
12.95	0.0216022
12.96	0.00227849
12.97	-0.0576774
12.98	-0.0761549
12.99	-0.128299
13	-0.115839
13.01	-0.11498
13.02	-0.131762
13.03	-0.112298
13.04	-0.157614
13.05	-0.170874
13.06	-0.0590176
13.07	0.394498
13.08	0.913582
13.09	0.853994
13.1	0.489919
13.11	0.157893
13.12	-0.0186824
13.13	-0.0537509
13.14	-0.0991618
13.15	-0.0821593
13.16	-0.0887366
13.17	-0.11007
13.18	-0.0884904
13.19	-0.109523
13.2	-0.0802701
13.21	-0.0751898
13.22	-0.0834134
13.23	-0.0466732
13.24	-0.0724131
13.25	-0.0518693
13.26	-0.0368233
13.27	-0.0313302
13.28	0.0120618
13.29	0.0131577
13.3	0.067958
13.31	0.0979733
13.32	0.116207
13.33	0.169004
13.34	0.159531
13.35	0.179343
13.36	0.156892
13.37	0.0954179
13.38	0.0662769
13.39	0.00187894
13.4	-0.0129293
13.41	-0.0431849
13.42	-0.0759323
13.43	-0.0568077
13.44	-0.0846591
13.45	-0.0665915
13.46	-0.0693446
13.47	-0.0896216
13.48	-0.0647075
13.49	-0.0821118
13.5	-0.0578472
13.51	-0.0578624
13.52	-0.0774673
13.53	-0.0529146
13.54	-0.0889179
13.55	-0.0764264
13.56	-0.0770505
13.57	-0.0923657
13.58	-0.0676451
13.59	-0.101483
13.6	-0.0845696
13.61	-0.0875854
13.62	-0.109102
13.63	-0.0761415
13.64	-0.0856994
13.65	-0.0465009
13.66	-0.0191544
13.67	-0.0048649
13.68	0.0404936
13.69	0.0127635
13.7	-0.000991574
13.71	-0.0511113
13.72	-0.102631
13.73	-0.0908825
13.74	-0.124899
13.75	-0.118052
13.76	-0.116525
13.77	-0.130193
13.78	-0.130566
13.79	-0.189823
13.8	-0.0177127
13.81	0.497001
13.82	0.953635
13.83	0.893313
13.84	0.460223
13.85	0.153215
13.86	-0.000599443
13.87	-0.0806096
13.88	-0.0694681
13.89	-0.0856051
13.9	-0.0604666
13.91	-0.0682257
13.92	-0.0951932
13.93	-0.0648806
13.94	-0.088156
